a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,p16,r17,s18,t19,u20,v21,w22,x23,y24,z25,aa26,bb27,cc28,dd29,ee30,ff31,gg32,hh33,ii34,jj35,kk36,ll37,mm38,nn39,oo40,pp41,qq42,rr43,ss44,tt45,uu46,vv47,ww48,xx49,yy50,zz51,aaa52,bbb53,ccc54,ddd55,eee66,
weapon_reticle,MPUI_RETICLE_SCOPE_09,sdk ret9_scope,0,weapon_attachment_ret09_scope,MPUI_RETICLE_SCOPE_09_DESC,,,,,0,0,0,0,0,0,0,0,0x4950400,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,12796,,,,,,MTX9,
weapon_reticle,MPUI_RETICLE_SCOPE_01,springfield ret1_scope,0,weapon_attachment_ret01_scope,MPUI_RETICLE_SCOPE_01_DESC,,,,,0,0,0,0,0,0,0,0,0x4913380,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3127,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_SCOPE_10,springfield ret10_scope,0,weapon_attachment_ret10_scope,MPUI_RETICLE_SCOPE_10_DESC,,,,,0,0,0,0,0,0,0,0,0x4913410,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3128,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_SCOPE_02,springfield ret2_scope,0,weapon_attachment_ret02_scope,MPUI_RETICLE_SCOPE_02_DESC,,,,,0,0,0,0,0,0,0,0,0x4913390,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3129,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_SCOPE_03,springfield ret3_scope,0,weapon_attachment_ret03_scope,MPUI_RETICLE_SCOPE_03_DESC,,,,,0,0,0,0,0,0,0,0,0x49133A0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3130,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_SCOPE_04,springfield ret4_scope,0,weapon_attachment_ret04_scope,MPUI_RETICLE_SCOPE_04_DESC,,,,,0,0,0,0,0,0,0,0,0x49133B0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3131,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_SCOPE_05,springfield ret5_scope,0,weapon_attachment_ret05_scope,MPUI_RETICLE_SCOPE_05_DESC,,,,,0,0,0,0,0,0,0,0,0x49133C0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3132,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_SCOPE_06,springfield ret6_scope,0,weapon_attachment_ret12_scope,MPUI_RETICLE_SCOPE_06_DESC,,,,,0,0,0,0,0,0,0,0,0x49133D0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3133,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_SCOPE_07,springfield ret7_scope,0,weapon_attachment_ret07_scope,MPUI_RETICLE_SCOPE_07_DESC,,,,,0,0,0,0,0,0,0,0,0x49133E0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3134,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_SCOPE_08,springfield ret8_scope,0,weapon_attachment_ret08_scope,MPUI_RETICLE_SCOPE_08_DESC,,,,,0,0,0,0,0,0,0,0,0x49133F0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3135,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_SCOPE_09,springfield ret9_scope,0,weapon_attachment_ret09_scope,MPUI_RETICLE_SCOPE_09_DESC,,,,,0,0,0,0,0,0,0,0,0x4913400,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3136,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_LENS_01,sten ret1_lens,0,weapon_attachment_ret01_lens,MPUI_RETICLE_LENS_01_DESC,,,,,0,0,0,0,0,0,0,0,0x491A420,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3137,,,,,,MTX1,
weapon_reticle,MPUI_RETICLE_REFLEX_01,sten ret1_reflex,0,weapon_attachment_ret01_reflex,MPUI_RETICLE_REFLEX_01_DESC,,,,,0,0,0,0,0,0,0,0,0x491A2E0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3138,,,,,,MTX1,
weapon_reticle,MPUI_RETICLE_LENS_10,sten ret10_lens,0,weapon_attachment_ret10_lens,MPUI_RETICLE_LENS_10_DESC,,,,,0,0,0,0,0,0,0,0,0x491A4B0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3139,,,,,,MTX1,
weapon_reticle,MPUI_RETICLE_REFLEX_10,sten ret10_reflex,0,weapon_attachment_ret10_reflex,MPUI_RETICLE_REFLEX_10_DESC,,,,,0,0,0,0,0,0,0,0,0x491A370,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3140,,,,,,MTX1,
weapon_reticle,MPUI_RETICLE_LENS_02,sten ret2_lens,0,weapon_attachment_ret02_lens,MPUI_RETICLE_LENS_02_DESC,,,,,0,0,0,0,0,0,0,0,0x491A430,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3141,,,,,,MTX1,
weapon_reticle,MPUI_RETICLE_REFLEX_02,sten ret2_reflex,0,weapon_attachment_ret02_reflex,MPUI_RETICLE_REFLEX_02_DESC,,,,,0,0,0,0,0,0,0,0,0x491A2F0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3142,,,,,,MTX1,
weapon_reticle,MPUI_RETICLE_LENS_03,sten ret3_lens,0,weapon_attachment_ret03_lens,MPUI_RETICLE_LENS_03_DESC,,,,,0,0,0,0,0,0,0,0,0x491A440,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3143,,,,,,MTX1,
weapon_reticle,MPUI_RETICLE_REFLEX_03,sten ret3_reflex,0,weapon_attachment_ret03_reflex,MPUI_RETICLE_REFLEX_03_DESC,,,,,0,0,0,0,0,0,0,0,0x491A300,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3144,,,,,,MTX1,
weapon_reticle,MPUI_RETICLE_LENS_04,sten ret4_lens,0,weapon_attachment_ret04_lens,MPUI_RETICLE_LENS_04_DESC,,,,,0,0,0,0,0,0,0,0,0x491A450,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3145,,,,,,MTX1,
weapon_reticle,MPUI_RETICLE_REFLEX_04,sten ret4_reflex,0,weapon_attachment_ret04_reflex,MPUI_RETICLE_REFLEX_04_DESC,,,,,0,0,0,0,0,0,0,0,0x491A310,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3146,,,,,,MTX1,
weapon_reticle,MPUI_RETICLE_LENS_05,sten ret5_lens,0,weapon_attachment_ret05_lens,MPUI_RETICLE_LENS_05_DESC,,,,,0,0,0,0,0,0,0,0,0x491A460,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3147,,,,,,MTX1,
weapon_reticle,MPUI_RETICLE_REFLEX_05,sten ret5_reflex,0,weapon_attachment_ret05_reflex,MPUI_RETICLE_REFLEX_05_DESC,,,,,0,0,0,0,0,0,0,0,0x491A320,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3148,,,,,,MTX1,
weapon_reticle,MPUI_RETICLE_LENS_06,sten ret6_lens,0,weapon_attachment_ret06_lens,MPUI_RETICLE_LENS_06_DESC,,,,,0,0,0,0,0,0,0,0,0x491A470,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3149,,,,,,MTX1,
weapon_reticle,MPUI_RETICLE_REFLEX_06,sten ret6_reflex,0,weapon_attachment_ret06_reflex,MPUI_RETICLE_REFLEX_06_DESC,,,,,0,0,0,0,0,0,0,0,0x491A330,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3150,,,,,,MTX1,
weapon_reticle,MPUI_RETICLE_LENS_07,sten ret7_lens,0,weapon_attachment_ret07_lens,MPUI_RETICLE_LENS_07_DESC,,,,,0,0,0,0,0,0,0,0,0x491A480,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3151,,,,,,MTX1,
weapon_reticle,MPUI_RETICLE_REFLEX_07,sten ret7_reflex,0,weapon_attachment_ret07_reflex,MPUI_RETICLE_REFLEX_07_DESC,,,,,0,0,0,0,0,0,0,0,0x491A340,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3152,,,,,,MTX1,
weapon_reticle,MPUI_RETICLE_LENS_08,sten ret8_lens,0,weapon_attachment_ret08_lens,MPUI_RETICLE_LENS_08_DESC,,,,,0,0,0,0,0,0,0,0,0x491A490,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3153,,,,,,MTX1,
weapon_reticle,MPUI_RETICLE_REFLEX_08,sten ret8_reflex,0,weapon_attachment_ret08_reflex,MPUI_RETICLE_REFLEX_08_DESC,,,,,0,0,0,0,0,0,0,0,0x491A350,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3154,,,,,,MTX1,
weapon_reticle,MPUI_RETICLE_LENS_09,sten ret9_lens,0,weapon_attachment_ret09_lens,MPUI_RETICLE_LENS_09_DESC,,,,,0,0,0,0,0,0,0,0,0x491A4A0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3155,,,,,,MTX1,
weapon_reticle,MPUI_RETICLE_REFLEX_09,sten ret9_reflex,0,weapon_attachment_ret09_reflex,MPUI_RETICLE_REFLEX_09_DESC,,,,,0,0,0,0,0,0,0,0,0x491A360,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3156,,,,,,MTX1,
weapon_reticle,MPUI_RETICLE_LENS_01,sterling ret1_lens,0,weapon_attachment_ret01_lens,MPUI_RETICLE_LENS_01_DESC,,,,,0,0,0,0,0,0,0,0,0x4934420,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,7786,,,,,,MTX4,
weapon_reticle,MPUI_RETICLE_REFLEX_01,sterling ret1_reflex,0,weapon_attachment_ret01_reflex,MPUI_RETICLE_REFLEX_01_DESC,,,,,0,0,0,0,0,0,0,0,0x49342E0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,7787,,,,,,MTX4,
weapon_reticle,MPUI_RETICLE_LENS_10,sterling ret10_lens,0,weapon_attachment_ret10_lens,MPUI_RETICLE_LENS_10_DESC,,,,,0,0,0,0,0,0,0,0,0x49344B0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,7788,,,,,,MTX4,
weapon_reticle,MPUI_RETICLE_REFLEX_10,sterling ret10_reflex,0,weapon_attachment_ret10_reflex,MPUI_RETICLE_REFLEX_10_DESC,,,,,0,0,0,0,0,0,0,0,0x4934370,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,7789,,,,,,MTX4,
weapon_reticle,MPUI_RETICLE_LENS_02,sterling ret2_lens,0,weapon_attachment_ret02_lens,MPUI_RETICLE_LENS_02_DESC,,,,,0,0,0,0,0,0,0,0,0x4934430,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,7790,,,,,,MTX4,
weapon_reticle,MPUI_RETICLE_REFLEX_02,sterling ret2_reflex,0,weapon_attachment_ret02_reflex,MPUI_RETICLE_REFLEX_02_DESC,,,,,0,0,0,0,0,0,0,0,0x49342F0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,7791,,,,,,MTX4,
weapon_reticle,MPUI_RETICLE_LENS_03,sterling ret3_lens,0,weapon_attachment_ret03_lens,MPUI_RETICLE_LENS_03_DESC,,,,,0,0,0,0,0,0,0,0,0x4934440,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,7792,,,,,,MTX4,
weapon_reticle,MPUI_RETICLE_REFLEX_03,sterling ret3_reflex,0,weapon_attachment_ret03_reflex,MPUI_RETICLE_REFLEX_03_DESC,,,,,0,0,0,0,0,0,0,0,0x4934300,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,7793,,,,,,MTX4,
weapon_reticle,MPUI_RETICLE_LENS_04,sterling ret4_lens,0,weapon_attachment_ret04_lens,MPUI_RETICLE_LENS_04_DESC,,,,,0,0,0,0,0,0,0,0,0x4934450,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,7794,,,,,,MTX4,
weapon_reticle,MPUI_RETICLE_REFLEX_04,sterling ret4_reflex,0,weapon_attachment_ret04_reflex,MPUI_RETICLE_REFLEX_04_DESC,,,,,0,0,0,0,0,0,0,0,0x4934310,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,7795,,,,,,MTX4,
weapon_reticle,MPUI_RETICLE_LENS_05,sterling ret5_lens,0,weapon_attachment_ret05_lens,MPUI_RETICLE_LENS_05_DESC,,,,,0,0,0,0,0,0,0,0,0x4934460,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,7796,,,,,,MTX4,
weapon_reticle,MPUI_RETICLE_REFLEX_05,sterling ret5_reflex,0,weapon_attachment_ret05_reflex,MPUI_RETICLE_REFLEX_05_DESC,,,,,0,0,0,0,0,0,0,0,0x4934320,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,7797,,,,,,MTX4,
weapon_reticle,MPUI_RETICLE_LENS_06,sterling ret6_lens,0,weapon_attachment_ret06_lens,MPUI_RETICLE_LENS_06_DESC,,,,,0,0,0,0,0,0,0,0,0x4934470,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,7798,,,,,,MTX4,
weapon_reticle,MPUI_RETICLE_REFLEX_06,sterling ret6_reflex,0,weapon_attachment_ret06_reflex,MPUI_RETICLE_REFLEX_06_DESC,,,,,0,0,0,0,0,0,0,0,0x4934330,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,7799,,,,,,MTX4,
weapon_reticle,MPUI_RETICLE_LENS_07,sterling ret7_lens,0,weapon_attachment_ret07_lens,MPUI_RETICLE_LENS_07_DESC,,,,,0,0,0,0,0,0,0,0,0x4934480,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,7800,,,,,,MTX4,
weapon_reticle,MPUI_RETICLE_REFLEX_07,sterling ret7_reflex,0,weapon_attachment_ret07_reflex,MPUI_RETICLE_REFLEX_07_DESC,,,,,0,0,0,0,0,0,0,0,0x4934340,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,7801,,,,,,MTX4,
weapon_reticle,MPUI_RETICLE_LENS_08,sterling ret8_lens,0,weapon_attachment_ret08_lens,MPUI_RETICLE_LENS_08_DESC,,,,,0,0,0,0,0,0,0,0,0x4934490,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,7802,,,,,,MTX4,
weapon_reticle,MPUI_RETICLE_REFLEX_08,sterling ret8_reflex,0,weapon_attachment_ret08_reflex,MPUI_RETICLE_REFLEX_08_DESC,,,,,0,0,0,0,0,0,0,0,0x4934350,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,7803,,,,,,MTX4,
weapon_reticle,MPUI_RETICLE_LENS_09,sterling ret9_lens,0,weapon_attachment_ret09_lens,MPUI_RETICLE_LENS_09_DESC,,,,,0,0,0,0,0,0,0,0,0x49344A0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,7804,,,,,,MTX4,
weapon_reticle,MPUI_RETICLE_REFLEX_09,sterling ret9_reflex,0,weapon_attachment_ret09_reflex,MPUI_RETICLE_REFLEX_09_DESC,,,,,0,0,0,0,0,0,0,0,0x4934360,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,7805,,,,,,MTX4,
weapon_reticle,MPUI_RETICLE_LENS_01,stg44 ret1_lens,0,weapon_attachment_ret01_lens,MPUI_RETICLE_LENS_01_DESC,,,,,0,0,0,0,0,0,0,0,0x4904420,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3157,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_REFLEX_01,stg44 ret1_reflex,0,weapon_attachment_ret01_reflex,MPUI_RETICLE_REFLEX_01_DESC,,,,,0,0,0,0,0,0,0,0,0x49042E0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3158,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_SCOPE_01,stg44 ret1_scope,0,weapon_attachment_ret01_scope,MPUI_RETICLE_SCOPE_01_DESC,,,,,0,0,0,0,0,0,0,0,0x4904380,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3159,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_LENS_10,stg44 ret10_lens,0,weapon_attachment_ret10_lens,MPUI_RETICLE_LENS_10_DESC,,,,,0,0,0,0,0,0,0,0,0x49044B0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3160,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_REFLEX_10,stg44 ret10_reflex,0,weapon_attachment_ret10_reflex,MPUI_RETICLE_REFLEX_10_DESC,,,,,0,0,0,0,0,0,0,0,0x4904370,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3161,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_SCOPE_10,stg44 ret10_scope,0,weapon_attachment_ret10_scope,MPUI_RETICLE_SCOPE_10_DESC,,,,,0,0,0,0,0,0,0,0,0x4904410,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3162,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_LENS_02,stg44 ret2_lens,0,weapon_attachment_ret02_lens,MPUI_RETICLE_LENS_02_DESC,,,,,0,0,0,0,0,0,0,0,0x4904430,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3163,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_REFLEX_02,stg44 ret2_reflex,0,weapon_attachment_ret02_reflex,MPUI_RETICLE_REFLEX_02_DESC,,,,,0,0,0,0,0,0,0,0,0x49042F0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3164,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_SCOPE_02,stg44 ret2_scope,0,weapon_attachment_ret02_scope,MPUI_RETICLE_SCOPE_02_DESC,,,,,0,0,0,0,0,0,0,0,0x4904390,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3165,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_LENS_03,stg44 ret3_lens,0,weapon_attachment_ret03_lens,MPUI_RETICLE_LENS_03_DESC,,,,,0,0,0,0,0,0,0,0,0x4904440,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3166,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_REFLEX_03,stg44 ret3_reflex,0,weapon_attachment_ret03_reflex,MPUI_RETICLE_REFLEX_03_DESC,,,,,0,0,0,0,0,0,0,0,0x4904300,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3167,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_SCOPE_03,stg44 ret3_scope,0,weapon_attachment_ret03_scope,MPUI_RETICLE_SCOPE_03_DESC,,,,,0,0,0,0,0,0,0,0,0x49043A0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3168,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_LENS_04,stg44 ret4_lens,0,weapon_attachment_ret04_lens,MPUI_RETICLE_LENS_04_DESC,,,,,0,0,0,0,0,0,0,0,0x4904450,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3169,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_REFLEX_04,stg44 ret4_reflex,0,weapon_attachment_ret04_reflex,MPUI_RETICLE_REFLEX_04_DESC,,,,,0,0,0,0,0,0,0,0,0x4904310,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3170,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_SCOPE_04,stg44 ret4_scope,0,weapon_attachment_ret04_scope,MPUI_RETICLE_SCOPE_04_DESC,,,,,0,0,0,0,0,0,0,0,0x49043B0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3171,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_LENS_05,stg44 ret5_lens,0,weapon_attachment_ret05_lens,MPUI_RETICLE_LENS_05_DESC,,,,,0,0,0,0,0,0,0,0,0x4904460,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3172,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_REFLEX_05,stg44 ret5_reflex,0,weapon_attachment_ret05_reflex,MPUI_RETICLE_REFLEX_05_DESC,,,,,0,0,0,0,0,0,0,0,0x4904320,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3173,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_SCOPE_05,stg44 ret5_scope,0,weapon_attachment_ret05_scope,MPUI_RETICLE_SCOPE_05_DESC,,,,,0,0,0,0,0,0,0,0,0x49043C0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3174,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_LENS_06,stg44 ret6_lens,0,weapon_attachment_ret06_lens,MPUI_RETICLE_LENS_06_DESC,,,,,0,0,0,0,0,0,0,0,0x4904470,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3175,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_REFLEX_06,stg44 ret6_reflex,0,weapon_attachment_ret06_reflex,MPUI_RETICLE_REFLEX_06_DESC,,,,,0,0,0,0,0,0,0,0,0x4904330,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3176,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_SCOPE_06,stg44 ret6_scope,0,weapon_attachment_ret12_scope,MPUI_RETICLE_SCOPE_06_DESC,,,,,0,0,0,0,0,0,0,0,0x49043D0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3177,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_LENS_07,stg44 ret7_lens,0,weapon_attachment_ret07_lens,MPUI_RETICLE_LENS_07_DESC,,,,,0,0,0,0,0,0,0,0,0x4904480,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3178,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_REFLEX_07,stg44 ret7_reflex,0,weapon_attachment_ret07_reflex,MPUI_RETICLE_REFLEX_07_DESC,,,,,0,0,0,0,0,0,0,0,0x4904340,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3179,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_SCOPE_07,stg44 ret7_scope,0,weapon_attachment_ret07_scope,MPUI_RETICLE_SCOPE_07_DESC,,,,,0,0,0,0,0,0,0,0,0x49043E0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3180,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_LENS_08,stg44 ret8_lens,0,weapon_attachment_ret08_lens,MPUI_RETICLE_LENS_08_DESC,,,,,0,0,0,0,0,0,0,0,0x4904490,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3181,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_REFLEX_08,stg44 ret8_reflex,0,weapon_attachment_ret08_reflex,MPUI_RETICLE_REFLEX_08_DESC,,,,,0,0,0,0,0,0,0,0,0x4904350,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3182,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_SCOPE_08,stg44 ret8_scope,0,weapon_attachment_ret08_scope,MPUI_RETICLE_SCOPE_08_DESC,,,,,0,0,0,0,0,0,0,0,0x49043F0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3183,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_LENS_09,stg44 ret9_lens,0,weapon_attachment_ret09_lens,MPUI_RETICLE_LENS_09_DESC,,,,,0,0,0,0,0,0,0,0,0x49044A0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3184,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_REFLEX_09,stg44 ret9_reflex,0,weapon_attachment_ret09_reflex,MPUI_RETICLE_REFLEX_09_DESC,,,,,0,0,0,0,0,0,0,0,0x4904360,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3185,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_SCOPE_09,stg44 ret9_scope,0,weapon_attachment_ret09_scope,MPUI_RETICLE_SCOPE_09_DESC,,,,,0,0,0,0,0,0,0,0,0x4904400,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,3186,,,,,,Gold,
weapon_reticle,MPUI_RETICLE_LENS_01,sudaev ret1_lens,0,weapon_attachment_ret01_lens,MPUI_RETICLE_LENS_01_DESC,,,,,0,0,0,0,0,0,0,0,0x494F420,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,12278,,,,,,MTX8,
weapon_reticle,MPUI_RETICLE_REFLEX_01,sudaev ret1_reflex,0,weapon_attachment_ret01_reflex,MPUI_RETICLE_REFLEX_01_DESC,,,,,0,0,0,0,0,0,0,0,0x494F2E0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,12279,,,,,,MTX8,
weapon_reticle,MPUI_RETICLE_SCOPE_01,sudaev ret1_scope,0,weapon_attachment_ret01_scope,MPUI_RETICLE_SCOPE_01_DESC,,,,,0,0,0,0,0,0,0,0,0x494F380,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,12280,,,,,,MTX8,
weapon_reticle,MPUI_RETICLE_LENS_10,sudaev ret10_lens,0,weapon_attachment_ret10_lens,MPUI_RETICLE_LENS_10_DESC,,,,,0,0,0,0,0,0,0,0,0x494F4B0,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,12281,,,,,,MTX8,
weapon_reticle,MPUI_RETICLE_REFLEX_10,sudaev ret10_reflex,0,weapon_attachment_ret10_reflex,MPUI_RETICLE_REFLEX_10_DESC,,,,,0,0,0,0,0,0,0,0,0x494F370,,X,,0,,0,0,,,,0,,,,,1,,,,,,,,0,0,0,0,,,0,0,12282,,,,,,MTX8,
