model,category,-idIndex,primaryid,collision,transient override,-lobmodel,viewmodel,-worldmat,-viewmat,group1,group2,group3,group4,group5,group6,group7,group8,productionLevel,
usa_f_rankedhelm_r5_s10,hat,,455,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r5_s11,hat,,456,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r5_s11,hat,,456,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r5_s12,hat,,457,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r5_s12,hat,,457,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r7_s7,hat,,458,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r7_s7,hat,,458,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r7_s8,hat,,459,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r7_s8,hat,,459,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r7_s9,hat,,460,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r7_s9,hat,,460,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r7_s10,hat,,461,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r7_s10,hat,,461,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r7_s11,hat,,462,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r7_s11,hat,,462,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r7_s12,hat,,463,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r7_s12,hat,,463,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r6_s7,hat,,464,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r6_s7,hat,,464,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r6_s8,hat,,465,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r6_s8,hat,,465,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r6_s9,hat,,466,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r6_s9,hat,,466,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r6_s10,hat,,467,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r6_s10,hat,,467,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r6_s11,hat,,468,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r6_s11,hat,,468,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r6_s12,hat,,469,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r6_s12,hat,,469,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r8_s7,hat,,470,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r8_s7,hat,,470,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r8_s8,hat,,471,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r8_s8,hat,,471,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r8_s9,hat,,472,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r8_s9,hat,,472,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r8_s10,hat,,473,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r8_s10,hat,,473,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r8_s11,hat,,474,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r8_s11,hat,,474,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r8_s12,hat,,475,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r8_s12,hat,,475,0,hat,,,,,female,,,,,,,,,
eng_younger_rankedhelm_r8_r6,hat,,476,0,hat,,,,,,,,,,,,,,
usa_silva_cowboy_mtx9,hat,,477,0,hat,,,,,silva,,,,,,,,,
usa_king_cowboy_mtx9,hat,,477,0,hat,,,,,king,,,,,,,,,
usa_habhab_cowboy_mtx9,hat,,477,0,hat,,,,,habhab,,,,,,,,,
usa_younger_cowboy_mtx9,hat,,477,0,hat,,,,,younger,,,,,,,,,
usa_starcher_cowboy_mtx9,hat,,477,0,hat,,,,,starcher,,,,,,,,,
usa_clark_cowboy_mtx9,hat,,477,0,hat,,,,,clark,,,,,,,,,
usa_mano_cowboy_mtx9,hat,,477,0,hat,,,,,mano,,,,,,,,,
usa_elliot_cowboy_mtx9,hat,,477,0,hat,,,,,elliot,,,,,,,,,
usa_nguyen_cowboy_mtx9,hat,,477,0,hat,,,,,nguyen,,,,,,,,,
usa_alfakey_cowboy_mtx9,hat,,477,0,hat,,,,,alfakey,,,,,,,,,
usa_tab_cowboy_mtx9,hat,,477,0,hat,,,,,tab,,,,,,,,,
usa_joyce_cowboy_mtx9,hat,,477,0,hat,,,,,joyce,,,,,,,,,
civ_silva_mummy_mtx9,hat,,478,0,hat,,,,,silva,,,,,,,,,
civ_king_mummy_mtx9,hat,,478,0,hat,,,,,king,,,,,,,,,
civ_habhab_mummy_mtx9,hat,,478,0,hat,,,,,habhab,,,,,,,,,
civ_younger_mummy_mtx9,hat,,478,0,hat,,,,,younger,,,,,,,,,
civ_starcher_mummy_mtx9,hat,,478,0,hat,,,,,starcher,,,,,,,,,
civ_clark_mummy_mtx9,hat,,478,0,hat,,,,,clark,,,,,,,,,
civ_mano_mummy_mtx9,hat,,478,0,hat,,,,,mano,,,,,,,,,
civ_elliot_mummy_mtx9,hat,,478,0,hat,,,,,elliot,,,,,,,,,
civ_nguyen_mummy_mtx9,hat,,478,0,hat,,,,,nguyen,,,,,,,,,
civ_alfakey_mummy_mtx9,hat,,478,0,hat,,,,,alfakey,,,,,,,,,
civ_tab_mummy_mtx9,hat,,478,0,hat,,,,,tab,,,,,,,,,
civ_joyce_mummy_mtx9,hat,,478,0,hat,,,,,joyce,,,,,,,,,
civ_silva_pirate_mtx9,hat,,479,0,hat,,,,,silva,,,,,,,,,
civ_king_pirate_mtx9,hat,,479,0,hat,,,,,king,,,,,,,,,
civ_habhab_pirate_mtx9,hat,,479,0,hat,,,,,habhab,,,,,,,,,
civ_younger_pirate_mtx9,hat,,479,0,hat,,,,,younger,,,,,,,,,
civ_starcher_pirate_mtx9,hat,,479,0,hat,,,,,starcher,,,,,,,,,
civ_clark_pirate_mtx9,hat,,479,0,hat,,,,,clark,,,,,,,,,
civ_mano_pirate_mtx9,hat,,479,0,hat,,,,,mano,,,,,,,,,
civ_elliot_pirate_mtx9,hat,,479,0,hat,,,,,elliot,,,,,,,,,
civ_nguyen_pirate_mtx9,hat,,479,0,hat,,,,,nguyen,,,,,,,,,
civ_alfakey_pirate_mtx9,hat,,479,0,hat,,,,,alfakey,,,,,,,,,
civ_tab_pirate_mtx9,hat,,479,0,hat,,,,,tab,,,,,,,,,
civ_joyce_pirate_mtx9,hat,,479,0,hat,,,,,joyce,,,,,,,,,
civ_silva_tophat_mtx9,hat,,480,0,hat,,,,,silva,,,,,,,,,
civ_king_tophat_mtx9,hat,,480,0,hat,,,,,king,,,,,,,,,
civ_habhab_tophat_mtx9,hat,,480,0,hat,,,,,habhab,,,,,,,,,
civ_younger_tophat_mtx9,hat,,480,0,hat,,,,,younger,,,,,,,,,
civ_starcher_tophat_mtx9,hat,,480,0,hat,,,,,starcher,,,,,,,,,
civ_clark_tophat_mtx9,hat,,480,0,hat,,,,,clark,,,,,,,,,
civ_mano_tophat_mtx9,hat,,480,0,hat,,,,,mano,,,,,,,,,
civ_elliot_tophat_mtx9,hat,,480,0,hat,,,,,elliot,,,,,,,,,
civ_nguyen_tophat_mtx9,hat,,480,0,hat,,,,,nguyen,,,,,,,,,
civ_alfakey_tophat_mtx9,hat,,480,0,hat,,,,,alfakey,,,,,,,,,
civ_tab_tophat_mtx9,hat,,480,0,hat,,,,,tab,,,,,,,,,
civ_joyce_tophat_mtx9,hat,,480,0,hat,,,,,joyce,,,,,,,,,
rus_silva_biohazard_mtx9,hat,,481,0,hat,,,,,silva,,,,,,,,,
rus_king_biohazard_mtx9,hat,,481,0,hat,,,,,king,,,,,,,,,
rus_habhab_biohazard_mtx9,hat,,481,0,hat,,,,,habhab,,,,,,,,,
rus_younger_biohazard_mtx9,hat,,481,0,hat,,,,,younger,,,,,,,,,
rus_starcher_biohazard_mtx9,hat,,481,0,hat,,,,,starcher,,,,,,,,,
rus_clark_biohazard_mtx9,hat,,481,0,hat,,,,,clark,,,,,,,,,
rus_mano_biohazard_mtx9,hat,,481,0,hat,,,,,mano,,,,,,,,,
rus_elliot_biohazard_mtx9,hat,,481,0,hat,,,,,elliot,,,,,,,,,
rus_nguyen_biohazard_mtx9,hat,,481,0,hat,,,,,nguyen,,,,,,,,,
rus_alfakey_biohazard_mtx9,hat,,481,0,hat,,,,,alfakey,,,,,,,,,
rus_tab_biohazard_mtx9,hat,,481,0,hat,,,,,tab,,,,,,,,,
rus_joyce_biohazard_mtx9,hat,,481,0,hat,,,,,joyce,,,,,,,,,
eng_silva_pumpkin_mtx9,hat,,482,0,hat,,,,,silva,,,,,,,,,
eng_king_pumpkin_mtx9,hat,,482,0,hat,,,,,king,,,,,,,,,
eng_habhab_pumpkin_mtx9,hat,,482,0,hat,,,,,habhab,,,,,,,,,
eng_younger_pumpkin_mtx9,hat,,482,0,hat,,,,,younger,,,,,,,,,
eng_starcher_pumpkin_mtx9,hat,,482,0,hat,,,,,starcher,,,,,,,,,
eng_clark_pumpkin_mtx9,hat,,482,0,hat,,,,,clark,,,,,,,,,
eng_mano_pumpkin_mtx9,hat,,482,0,hat,,,,,mano,,,,,,,,,
eng_elliot_pumpkin_mtx9,hat,,482,0,hat,,,,,elliot,,,,,,,,,
eng_nguyen_pumpkin_mtx9,hat,,482,0,hat,,,,,nguyen,,,,,,,,,
eng_alfakey_pumpkin_mtx9,hat,,482,0,hat,,,,,alfakey,,,,,,,,,
eng_tab_pumpkin_mtx9,hat,,482,0,hat,,,,,tab,,,,,,,,,
eng_joyce_pumpkin_mtx9,hat,,482,0,hat,,,,,joyce,,,,,,,,,
mp_head_younger_hair_r1c2,head,,1,0,none,,,,,!skin,!arms,!armsnh,!helmet,,,,,,
mp_head_younger_r1c2s1,head,,1,0,none,,,,,skin,!arms,!armsnh,!helmet,,,,,,
mp_head_younger_r1c2,head,,1,0,none,,,,,!skin,!armsnh,helmet,!arms,,,,,,
mp_head_younger_arm_nh_r1c2s1,head,,1,0,none,,,,,arms,helmet,!skin,!armsnh,,,,,,
mp_head_younger_arm_r1c2s1,head,,1,0,none,,,,,arms,!skin,!armsnh,!helmet,,,,,,
mp_head_younger_arm_only_nh_r1c2s1,head,,1,0,none,,,,,helmet,armsnh,!arms,!skin,,,,,,
mp_head_younger_arm_only_r1c2s1,head,,1,0,none,,,,,armsnh,!helmet,!arms,!skin,,,,,,
mp_head_younger_nh_r1c2s1,head,,1,0,none,,,,,skin,!arms,!armsnh,helmet,,,,,,
mp_head_silvia_hair_r1c2,head,,24,0,head,,,,,!helmet,!skin,!arms,!armsnh,,,,,,
mp_head_silvia_arm_nh_r1c2s1,head,,24,0,head,,,,,helmet,!skin,arms,!armsnh,,,,,,
mp_head_silvia_r1c2s1,head,,24,0,head,,,,,!helmet,skin,!arms,!armsnh,,,,,,
mp_head_silvia_nh_r1c2s1,head,,24,0,head,,,,,helmet,skin,!arms,!armsnh,,,,,,
mp_head_silvia_r1c2,head,,24,0,head,,,,,helmet,!skin,!arms,!armsnh,,,,,,
mp_head_silvia_arm_r1c2s1,head,,24,0,head,,,,,!helmet,!skin,arms,!armsnh,,,,,,
mp_head_silvia_arm_only_r1c2s1,head,,24,0,head,,,,,armsnh,!arms,!skin,!helmet,,,,,,
mp_head_silvia_arm_only_nh_r1c2s1,head,,24,0,head,,,,,armsnh,!arms,!skin,helmet,,,,,,
mp_head_habhab_hair_r1c2,head,,51,0,head,,,,,!skin,!helmet,!arms,!armsnh,,,,,,
mp_head_habhab_nh_r1c2s2,head,,51,0,head,,,,,skin,helmet,!arms,!armsnh,,,,,,
mp_head_habhab_nh_r1c2,head,,51,0,head,,,,,!skin,helmet,!arms,!armsnh,,,,,,
mp_head_habhab_r1c2s2,head,,51,0,head,,,,,skin,!helmet,!arms,!armsnh,,,,,,
mp_head_habhab_arm_nh_r1c2s2,head,,51,0,head,,,,,!skin,helmet,arms,!armsnh,,,,,,
mp_head_habhab_arm_r1c2s2,head,,51,0,head,,,,,!skin,!helmet,arms,!armsnh,,,,,,
mp_head_habhab_arm_only_nh_r1c2s2,head,,51,0,head,,,,,armsnh,helmet,!arms,!skin,,,,,,
mp_head_habhab_arm_only_r1c2s2,head,,51,0,head,,,,,armsnh,!arms,!helmet,!skin,,,,,,
mp_head_king_hair_r1c2,head,,52,0,head,,,,,!skin,!arms,!helmet,!armsnh,,,,,,
mp_head_king_nh_r1c2s3,head,,52,0,head,,,,,skin,!arms,helmet,!armsnh,,,,,,
mp_head_king_hair_r1c2,head,,52,0,head,,,,,!skin,helmet,!arms,!armsnh,,,,,,
mp_head_king_r1c2s3,head,,52,0,head,,,,,skin,!arms,!helmet,!armsnh,,,,,,
mp_head_king_arm_nh_r1c2s3,head,,52,0,head,,,,,arms,helmet,!skin,!armsnh,,,,,,
mp_head_king_arm_r1c2s3,head,,52,0,head,,,,,arms,!helmet,!skin,!armsnh,,,,,,
mp_head_king_arm_only_nh_r1c2s3,head,,52,0,head,,,,,armsnh,helmet,!arms,!skin,,,,,,
mp_head_king_arm_only_r1c2s3,head,,52,0,head,,,,,armsnh,!helmet,!arms,!skin,,,,,,
mp_head_clark_r1c2,head,,53,0,head,,,,,!skin,!arms,!armsnh,,,,,,,
mp_head_clark_r1c2s2,head,,53,0,head,,,,,skin,!arms,!armsnh,,,,,,,
mp_head_clark_arm_r1c2s2,head,,53,0,head,,,,,!skin,arms,!armsnh,,,,,,,
mp_head_clark_arm_only_r1c2s2,head,,53,0,head,,,,,armsnh,!skin,!arms,,,,,,,
mp_head_joyce_hair_r1c2,head,,54,0,head,,,,,!skin,!arms,!armsnh,!helmet,,,,,,
mp_head_joyce_r1c2s2,head,,54,0,head,,,,,skin,!arms,!armsnh,!helmet,,,,,,
mp_head_joyce_r1c2,head,,54,0,head,,,,,!skin,!armsnh,helmet,!arms,,,,,,
mp_head_joyce_nh_r1c2s1,head,,54,0,head,,,,,!arms,helmet,skin,!armsnh,,,,,,
mp_head_joyce_arm_nh_r1c2s1,head,,54,0,head,,,,,helmet,arms,!skin,!armsnh,,,,,,
mp_head_joyce_arm_r1c2s2,head,,54,0,head,,,,,arms,!helmet,!armsnh,!skin,,,,,,
mp_head_joyce_arm_only_nh_r1c2s1,head,,54,0,head,,,,,helmet,armsnh,!skin,!arms,,,,,,
mp_head_joyce_arm_only_r1c2s1,head,,54,0,head,,,,,armsnh,!arms,!helmet,!skin,,,,,,
mp_head_starch_hair_r1c2,head,,55,0,head,,,,,!arms,!skin,!helmet,!armsnh,,,,,,
mp_head_starch_r1c2s2,head,,55,0,head,,,,,skin,!arms,!helmet,!armsnh,,,,,,
mp_head_starcher_r1c2,head,,55,0,head,,,,,helmet,!arms,!skin,!armsnh,,,,,,
mp_head_starch_nh_r1c2s2,head,,55,0,head,,,,,helmet,skin,!arms,!armsnh,,,,,,
mp_head_starch_arm_nh_r1c2s2,head,,55,0,head,,,,,arms,helmet,!skin,!armsnh,,,,,,
mp_head_starch_arm_r1c2s2,head,,55,0,head,,,,,arms,!skin,!helmet,!armsnh,,,,,,
mp_head_starch_arm_only_r1c2s2,head,,55,0,head,,,,,armsnh,!arms,!helmet,!skin,,,,,,
mp_head_starch_arm_only_nh_r1c2s2,head,,55,0,head,,,,,helmet,armsnh,!skin,!arms,,,,,,
mp_head_mano_hair_r1c2,head,,57,0,head,,,,,!arms,!helmet,!skin,!armsnh,,,,,,
mp_head_mano_r1c2s2,head,,57,0,head,,,,,skin,!arms,!helmet,!armsnh,,,,,,
mp_head_manoukina_r1c2,head,,57,0,head,,,,,helmet,!arms,!skin,!armsnh,,,,,,
mp_head_mano_nh_r1c2s2,head,,57,0,head,,,,,helmet,skin,!arms,!armsnh,,,,,,
mp_head_mano_arm_nh_r1c2s2,head,,57,0,head,,,,,helmet,arms,!skin,!armsnh,,,,,,
mp_head_mano_arm_r1c2s2,head,,57,0,head,,,,,arms,!helmet,!skin,!armsnh,,,,,,
mp_head_mano_arm_only_nh_r1c2s2,head,,57,0,head,,,,,armsnh,!skin,!arms,helmet,,,,,,
mp_head_mano_arm_only_r1c2s2,head,,57,0,head,,,,,armsnh,!arms,!skin,!helmet,,,,,,
mp_head_tab_hair_r1c2,head,,58,0,head,,,,,!arms,!skin,!helmet,!armsnh,,,,,,
mp_head_tab_r1c2s1,head,,58,0,head,,,,,skin,!arms,!helmet,!armsnh,,,,,,
mp_head_tabatabai_r1c2,head,,58,0,head,,,,,helmet,!arms,!skin,!armsnh,,,,,,
mp_head_tab_nh_r1c2s1,head,,58,0,head,,,,,helmet,skin,!arms,!armsnh,,,,,,
mp_head_tab_arm_nh_r1c2s1,head,,58,0,head,,,,,helmet,arms,!skin,!armsnh,,,,,,
mp_head_tab_arm_r1c2s1,head,,58,0,head,,,,,arms,!skin,!helmet,!armsnh,,,,,,
mp_head_tab_arm_only_nh_r1c2s1,head,,58,0,head,,,,,helmet,armsnh,!skin,!arms,,,,,,
mp_head_tab_arm_only_r1c2s1,head,,58,0,head,,,,,armsnh,!arms,!helmet,!skin,,,,,,
mp_head_elliot_hair_r1c2,head,,60,0,head,,,,,!arms,!helmet,!skin,!armsnh,,,,,,
mp_head_elliot_r1c2s2,head,,60,0,head,,,,,skin,!arms,!helmet,!armsnh,,,,,,
mp_head_elliot_r1c2,head,,60,0,head,,,,,helmet,!arms,!skin,!armsnh,,,,,,
mp_head_elliot_nh_r1c2s2,head,,60,0,head,,,,,helmet,skin,!arms,!armsnh,,,,,,
mp_head_elliot_arm_nh_r1c2s2,head,,60,0,head,,,,,arms,helmet,!skin,!armsnh,,,,,,
mp_head_elliot_arm_r1c2s2,head,,60,0,head,,,,,arms,!helmet,!skin,!armsnh,,,,,,
mp_head_elliot_arm_only_r1c2s2,head,,60,0,head,,,,,armsnh,!arms,!helmet,!skin,,,,,,
mp_head_elliot_arm_only_nh_r1c2s2,head,,60,0,head,,,,,helmet,armsnh,!arms,!skin,,,,,,
mp_head_nguyen_hair_r1c2,head,,61,0,head,,,,,!arms,!helmet,!skin,!armsnh,,,,,,
mp_head_nguyen_r1c2s2,head,,61,0,head,,,,,skin,!arms,!helmet,!armsnh,,,,,,
mp_head_nguyen_r1c2,head,,61,0,head,,,,,helmet,!arms,!skin,!armsnh,,,,,,
mp_head_nguyen_nh_r1c2s2,head,,61,0,head,,,,,helmet,skin,!arms,!armsnh,,,,,,
mp_head_nguyen_arm_nh_r1c2s2,head,,61,0,head,,,,,arms,helmet,!skin,!armsnh,,,,,,
mp_head_nguyen_arm_r1c2s2,head,,61,0,head,,,,,arms,!helmet,!skin,!armsnh,,,,,,
mp_head_nguyen_arm_only_r1c2s2,head,,61,0,head,,,,,armsnh,!arms,!skin,!helmet,,,,,,
mp_head_nguyen_arm_only_nh_r1c2s2,head,,61,0,head,,,,,helmet,armsnh,!skin,!arms,,,,,,
mp_head_alfakey_hair_r1c1,head,,62,0,head,,,,,!arms,!helmet,!skin,!armsnh,,,,,,
mp_head_alfakey_r1c2s1,head,,62,0,head,,,,,skin,!arms,!armsnh,!helmet,,,,,,
mp_head_alfakey_r1c2,head,,62,0,head,,,,,helmet,!arms,!skin,!armsnh,,,,,,
mp_head_alfakey_nh_r1c2s1,head,,62,0,head,,,,,helmet,skin,!arms,!armsnh,,,,,,
mp_head_alfakey_arm_nh_r1c2s1,head,,62,0,head,,,,,arms,helmet,!skin,!armsnh,,,,,,
mp_head_alfakey_arm_r1c2s1,head,,62,0,head,,,,,arms,!helmet,!skin,!armsnh,,,,,,
mp_head_alfakey_arm_only_r1c2s1,head,,62,0,head,,,,,armsnh,!arms,!helmet,!skin,,,,,,
mp_head_alfakey_arm_only_nh_r1c2s1,head,,62,0,head,,,,,helmet,armsnh,!arms,!skin,,,,,,
usa_f_m43_legs_base,pants,,1,1,pants,,,,,female,,,,,,,,,
usa_m_m43_legs_base,pants,,1,1,pants,,,,,!female,,,,,,,,,
usa_m_para_legs_base,pants,,3,1,pants,,,,,!female,,,,,,,,,
usa_f_para_legs_base,pants,,3,1,pants,,,,,female,,,,,,,,,
usa_m_pilot_legs_base,pants,,4,1,pants,,,,,!female,,,,,,,,,
usa_f_pilot_legs_base,pants,,4,1,pants,,,,,female,,,,,,,,,
usa_f_medic_legs_base,pants,,5,1,Pants,,,,,female,,,,,,,,,
usa_m_medic_legs_base,pants,,5,1,Pants,,,,,!female,,,,,,,,,
usa_m_tanker_legs_base,pants,,6,1,pants,,,,,!female,,,,,,,,,
usa_f_tanker_legs_base,pants,,6,1,pants,,,,,female,,,,,,,,,
usa_m_rosie_legs_base,pants,,7,1,Pants,,,,,!female,,,,,,,,,
usa_f_rosie_legs_base,pants,,7,1,Pants,,,,,female,,,,,,,,,
usa_f_talker_legs_base,pants,,8,1,Pants,,,,,female,,,,,,,,,
usa_m_talker_legs_base,pants,,8,1,Pants,,,,,!female,,,,,,,,,
eng_f_desert_legs_base,pants,,9,1,pants,,,,,female,,,,,,,,,
eng_m_desert_legs_base,pants,,9,1,none,,,,,!female,,,,,,,,,
eng_f_ats_legs_base,pants,,10,1,Pants,,,,,female,,,,,,,,,
eng_m_ats_legs_base,pants,,10,1,Pants,,,,,!female,,,,,,,,,
eng_f_commando_legs_base,pants,,11,1,Pants,,,,,female,,,,,,,,,
eng_m_commando_legs_base,pants,,11,1,Pants,,,,,!female,,,,,,,,,
net_m_infantry_legs_base,pants,,12,1,pants,,,,,!female,,,,,,,,,
net_f_infantry_legs_base,pants,,12,1,pants,,,,,female,,,,,,,,,
can_f_sniper_legs_base,pants,,13,1,pants,,,,,female,,,,,,,,,
can_m_sniper_legs_base,pants,,13,1,pants,,,,,!female,,,,,,,,,
can_f_blackwatch_legs_base,pants,,14,1,Pants,,,,,female,,,,,,,,,
can_m_blackwatch_legs_base,pants,,14,1,Pants,,,,,!female,,,,,,,,,
fra_m_resistance_legs_base,pants,,15,1,Pants,,,,,!female,,,,,,,,,
fra_f_resistance_legs_base,pants,,15,1,Pants,,,,,female,,,,,,,,,
fra_m_med_legs_base,pants,,16,1,pants,,,,,!female,,,,,,,,,
fra_f_med_legs_base,pants,,16,1,pants,,,,,female,,,,,,,,,
rus_m_naval_legs_base,pants,,17,1,Pants,,,,,!female,,,,,,,,,
rus_f_naval_legs_base,pants,,17,1,Pants,,,,,female,,,,,,,,,
rus_f_infantry_legs_base,pants,,18,1,pants,,,,,female,,,,,,,,,
rus_m_infantry_legs_base,pants,,18,1,pants,,,,,!female,,,,,,,,,
rus_f_amoeba_legs_base,pants,,19,1,pants,,,,,female,,,,,,,,,
rus_m_amoeba_legs_base,pants,,19,1,pants,,,,,!female,,,,,,,,,
rus_m_telo_legs_base,pants,,20,1,pants,,,,,!female,,,,,,,,,
rus_f_telo_legs_base,pants,,20,1,pants,,,,,female,,,,,,,,,
usa_m_winter_legs_base,pants,,21,1,pants,,,,,!female,,,,,,,,,
usa_f_winter_legs_base,pants,,21,1,pants,,,,,female,,,,,,,,,
pol_f_winpants_base,pants,,22,1,Pants,,,,,female,,,,,,,,,
pol_m_winpants_base,pants,,22,1,Pants,,,,,!female,,,,,,,,,
usa_m_hbtpants_coat_base,pants,,23,1,Pants,,,,,!female,,,,,,,,,
usa_f_hbtpants_coat_base,pants,,23,1,Pants,,,,,female,,,,,,,,,
rus_m_winpants_base,pants,,24,1,Pants,,,,,!female,,,,,,,,,
rus_f_winpants_base,pants,,24,1,Pants,,,,,female,,,,,,,,,
eng_f_winter_pants_base,pants,,25,1,Pants,,,,,female,,,,,,,,,
eng_m_winter_pants_base,pants,,25,1,Pants,,,,,!female,,,,,,,,,
eng_m_rafpants_base,pants,,26,1,Pants,,,,,!female,,,,,,,,,
eng_f_rafpants_base,pants,,26,1,Pants,,,,,female,,,,,,,,,
ita_f_res_pants_org1_base,pants,,28,1,Pants,,,,,female,,,,,,,,,
ita_m_res_pants_org1_base,pants,,28,1,Pants,,,,,!female,,,,,,,,,
den_f_resistlegs_base,pants,,29,1,Pants,,,,,female,,,,,,,,,
den_m_resistlegs_base,pants,,29,1,Pants,,,,,!female,,,,,,,,,
pol_m_resistpants_base,pants,,30,1,Pants,,,,,!female,,,,,,,,,
pol_f_resistpants_base,pants,,30,1,Pants,,,,,female,,,,,,,,,
rus_f_respant_base,pants,,35,1,pants,,,,,female,,,,,,,,,
rus_m_respant_base,pants,,35,1,pants,,,,,!female,,,,,,,,,
fra_m_esc_pants_base,pants,,38,1,pants,,,,,!female,,,,,,,,,
fra_f_esc_pants_base,pants,,38,1,pants,,,,,female,,,,,,,,,
mp_m_legs_s1_base,pants,,53,1,pants,,,,,s1,,,,,,,,,
mp_m_legs_s2_base,pants,,53,1,pants,,,,,s2,,,,,,,,,
mp_m_legs_s3_base,pants,,53,1,pants,,,,,s3,,,,,,,,,
mp_m_legs_s4_base,pants,,53,1,pants,,,,,s4,,,,,,,,,
mp_f_legs_s1_base,pants,,53,1,pants,,,,,fs1,,,,,,,,,
mp_f_legs_s2_base,pants,,53,1,pants,,,,,fs2,,,,,,,,,
mp_f_legs_s3_base,pants,,53,1,pants,,,,,fs3,,,,,,,,,
usa_f_m43jacketb_base,shirt,,1,1,shirt,,player_usa_f_infantry_s1_base,,,female,fs1,,,,,,,,
usa_m_m43jacketb_base,shirt,,1,1,shirt,,player_usa_m_infantry_s1_base,,,!female,s1,,,,,,,,
usa_m_m43jacketb_base,shirt,,1,1,shirt,,player_usa_m_infantry_s2_base,,,!female,s2,,,,,,,,
usa_m_m43jacketb_base,shirt,,1,1,shirt,,player_usa_m_infantry_s3_base,,,!female,s3,,,,,,,,
usa_f_m43jacketb_base,shirt,,1,1,shirt,,player_usa_f_infantry_s2_base,,,female,fs2,,,,,,,,
usa_f_m43jacketb_base,shirt,,1,1,shirt,,player_usa_f_infantry_s2_base,,,female,fs3,,,,,,,,
usa_m_m43jacketb_base,shirt,,1,1,shirt,,player_usa_m_infantry_s2_base,,,s4,!female,,,,,,,,
usa_f_para_chest_base,shirt,,3,1,shirt,,player_usa_f_para_s0_base,,,female,,,,,,,,,
usa_m_para_chest_base,shirt,,3,1,shirt,,player_usa_m_para_s0_base,,,!female,,,,,,,,,
usa_m_pilot_chest_base,shirt,,4,1,shirt,,player_usa_m_pilot_s0_base,,,!female,,,,,,,,,
usa_f_pilot_chest_base,shirt,,4,1,shirt,,player_usa_f_pilot_s0_base,,,female,,,,,,,,,
usa_f_ancnurse_base,shirt,,5,1,Shirt,,player_usa_f_ancnurse_s1_base,,,female,fs1,,,,,,,,
usa_m_ancnurse_base,shirt,,5,1,Shirt,,player_usa_m_ancnurse_s1_base,,,!female,s1,,,,,,,,
usa_f_ancnurse_base,shirt,,5,1,Shirt,,player_usa_f_ancnurse_s2_base,,,fs2,female,,,,,,,,
usa_m_ancnurse_base,shirt,,5,1,Shirt,,player_usa_m_ancnurse_s2_base,,,s2,!female,,,,,,,,
usa_m_ancnurse_base,shirt,,5,1,Shirt,,player_usa_m_ancnurse_s3_base,,,s3,!female,,,,,,,,
usa_f_ancnurse_base,shirt,,5,1,Shirt,,player_usa_f_ancnurse_s2_base,,,female,fs3,,,,,,,,
usa_m_ancnurse_base,shirt,,5,1,Shirt,,player_usa_m_ancnurse_s2_base,,,!female,s4,,,,,,,,
