a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,t19,u20,
614,AEC_CONTRACT,contract_ch_baseballbat,AEC_CONTRACT_BASEBALLBAT_TITLE,AEC_WEEKLY_MELEE_KILLS_DESC,,,,,AEC_UNIT_MELEE_KILLS,3600,0x5000083,,,,,,,,,,
615,AEC_CONTRACT,contract_ch_type5,AEC_CONTRACT_TYPE_5_TITLE,AEC_WEEKLY_MULTI_KILL_DESC,,,,,AEC_UNIT_MULTIKILLS,3600,0x5000084,,,,,,,,,,
616,AEC_CONTRACT,contract_ch_sterling,AEC_CONTRACT_STERLING_TITLE,AEC_WEEKLY_HIPFIRE_DESC,,,,,AEC_UNIT_HIPFIRE_KILLS,3600,0x5000085,,,,,,,,,,
617,AEC_CONTRACT,contract_ch_arisaka,AEC_CONTRACT_ARISAKA_TITLE,AEC_CONTRACT_HEADSHOTS_DESC,,,,,AEC_UNIT_HEADSHOTS,3600,0x5000086,,,,,,,,,,
618,AEC_CONTRACT,contract_ch_burstrifle,AEC_CONTRACT_BURSTRIFLE_TITLE,AEC_WEEKLY_OLD_CAPTAIN_DESC,,,,,AEC_UNIT_ASSAULT_RIFLE_KILLS,3600,0x5000087,,,,,,,,,,
619,AEC_CONTRACT,contract_ch_autom2,AEC_CONTRACT_AUTOM2_TITLE,AEC_CONTRACT_ADS_KILLS,,,,,AEC_UNIT_ADS_KILLS,3600,0x5000088,,,,,,,,,,
620,AEC_CONTRACT,contract_ch_trenchrunner,AEC_CONTRACT_TRENCHRUNNER_TITLE,AEC_WEEKLY_HIPFIRE_DESC,,,,,AEC_UNIT_HIPFIRE_KILLS,3600,0x5000089,,,,,,,,,,
621,AEC_CONTRACT,contract_ch_twitch_5_helmet,AEC_CONTRACT_TWITCH5_HELMET,AEC_CONTRACT_PLAY_DOM_DESC,,,,30,AEC_UNIT_MATCHES_COMPLETED,3600,0x500008a,,,,,,,,,,
622,AEC_CONTRACT,contract_ch_twitch_5_charm,AEC_CONTRACT_TWITCH5_CHARM,AEC_CONTRACT_PLAY_WAR_DESC,,,,25,AEC_UNIT_MATCHES_COMPLETED,3600,0x500008b,,,,,,,,,,
623,AEC_CONTRACT,contract_ch_twitch_5_uniform,AEC_CONTRACT_TWITCH5_UNIFORM,AEC_CONTRACT_PLAY_TDM_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,3600,0x500008c,,,,,,,,,,
624,AEC_SPECIAL,special_ch_mtx4_bribe,AEC_SPECIAL_MTX4_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,30,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
625,AEC_SPECIAL,special_ch_weap_uniform_bribe,AEC_CONTRACT_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,65,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_WEAPON_UNIFORM_BRIBE,,,,,,,,
626,AEC_SPECIAL,special_ch_blitzkrieg_bribe,AEC_SPECIAL_MTX4_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,150,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_5X_BLITZKRIEG_BRIBES,,,,,,,,
627,AEC_CONTRACT,contract_ch_dom_caps,AEC_CONTRACT_DOM_CAPS_TITLE,AEC_DAILY_DOM_CAPS_DESC,,,,8,AEC_UNIT_POINTS_CAPTURED,1800,0x500008d,,,,,,,,,,
628,AEC_SPECIAL,special_ch_heroic_weapon_bribex2,AEC_SPECIAL_HEROIC_WEAPON_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,100,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_2X_HEROIC_WEAPON_BRIBE,,,,,,,,
629,AEC_SPECIAL,special_ch_epic_weapon_bribe,AEC_SPECIAL_EPIC_WEAPON_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,40,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
630,AEC_DAILY,daily_ch_barloot0_1,AEC_COOL_HAND_TITLE,AEC_WEEKLY_OLD_CAPTAIN_DESC,,,,,AEC_UNIT_ASSAULT_RIFLE_KILLS,,,,,,,,,,,,
631,AEC_DAILY,daily_ch_barloot2_1,AEC_FLYBOY_TITLE,AEC_DAILY_ASSAULT_HEADSHOTS_DESC,,,,3,AEC_UNIT_ASSAULT_HEADSHOT_KILLS,,,,,,,,,,,,
632,AEC_DAILY,daily_ch_barloot1_2,AEC_DUDE_UP_TITLE,AEC_RIFLE_MULTIKILLS_DESC,,,,,AEC_UNIT_MULTIKILLS,,,,,,,,,,,,
633,AEC_DAILY,daily_ch_barloot1_1,AEC_DUDE_UP_TITLE,AEC_DAILY_BAYONET_DESC,,,,3,AEC_UNIT_BAYONET_KILLS,,,,,,,,,,,,
634,AEC_DAILY,daily_ch_barloot3_1,AEC_OLD_CAPTAIN_TITLE,AEC_DAILY_ASSAULT_HEADSHOTS_DESC,,,,3,AEC_UNIT_HEADSHOTS,,,,,,,,,,,,
635,AEC_DAILY,daily_ch_barloot3_2,AEC_OLD_CAPTAIN_TITLE,AEC_DAILY_RIFLE_ADS_DESC,,,,,AEC_UNIT_ADS_KILLS,,,,,,,,,,,,
636,AEC_DAILY,daily_ch_barloot0_2,AEC_COOL_HAND_TITLE,AEC_DAILY_BAYONET_DESC,,,,3,AEC_UNIT_BAYONET_KILLS,,,,,,,,,,,,
637,AEC_DAILY,daily_ch_brenloot2_1,AEC_CROWN_TITLE,AEC_CONTRACT_GLOBAL_LMG_KILLS_DESC,,,,3,AEC_UNIT_LMG_KILLS,,,,,,,,,,,,
638,AEC_DAILY,daily_ch_brenloot0_1,AEC_COMBATANT_TITLE,AEC_DAILY_LMG_HEADSHOTS_DESC,,,,,AEC_UNIT_LMG_HEADSHOT_KILLS,,,,,,,,,,,,
639,AEC_DAILY,daily_ch_brenloot0_2,AEC_COMBATANT_TITLE,AEC_LMG_MULTIKILLS_DESC,,,,3,AEC_UNIT_MULTIKILLS,,,,,,,,,,,,
640,AEC_DAILY,daily_ch_brenloot1_1,AEC_ROYALTY_TITLE,AEC_LMG_BIPOD_KILLS_DESC,,,,3,AEC_UNIT_LMG_MOUNTED_KILLS,,,,,,,,,,,,
641,AEC_DAILY,daily_ch_brenloot1_2,AEC_ROYALTY_TITLE,AEC_LMG_ADS_DESC,,,,,AEC_UNIT_ADS_KILLS,,,,,,,,,,,,
642,AEC_DAILY,daily_ch_brenloot2_2,AEC_CROWN_TITLE,AEC_DAILY_LMG_HEADSHOTS_DESC,,,,3,AEC_UNIT_LMG_HEADSHOT_KILLS,,,,,,,,,,,,
643,AEC_DAILY,daily_ch_brenloot3_2,AEC_KING_COUNTRY_TITLE,AEC_CONTRACT_GLOBAL_LMG_KILLS_DESC,,,,,AEC_UNIT_LMG_KILLS,,,,,,,,,,,,
644,AEC_DAILY,daily_ch_brenloot3_1,AEC_KING_COUNTRY_TITLE,AEC_LMG_BIPOD_KILLS_DESC,,,,3,AEC_UNIT_LMG_MOUNTED_KILLS,,,,,,,,,,,,
645,AEC_DAILY,daily_ch_karloot3_1,AEC_TORPEDO_TITLE,AEC_DAILY_SNIPER_KILLS_DESC,,,,3,AEC_UNIT_SNIPER_KILLS,,,,,,,,,,,,
646,AEC_DAILY,daily_ch_karloot3_2,AEC_TORPEDO_TITLE,AEC_DAILY_SNIPER_HEADSHOTS_DESC,,,,,AEC_UNIT_SNIPER_HEADSHOT_KILLS,,,,,,,,,,,,
647,AEC_DAILY,daily_ch_karloot2_1,AEC_COMMANDER_TITLE,AEC_SNIPER_MULTIKILLS_DESC,,,,,AEC_UNIT_MULTIKILLS,,,,,,,,,,,,
648,AEC_DAILY,daily_ch_karloot2_2,AEC_COMMANDER_TITLE,AEC_SNIPER_SHARPSHOOTER_DESC,,,,3,AEC_UNIT_SNIPER_KILLS,,,,,,,,,,,,
649,AEC_DAILY,daily_ch_karloot0_1,AEC_NIGHTMARE_TITLE,AEC_SNIPER_ADS_DESC,,,,,AEC_UNIT_ADS_KILLS,,,,,,,,,,,,
650,AEC_DAILY,daily_ch_karloot1_2,AEC_FALLEN_TITLE,AEC_DAILY_SNIPER_HEADSHOTS_DESC,,,,3,AEC_UNIT_SNIPER_HEADSHOT_KILLS,,,,,,,,,,,,
651,AEC_DAILY,daily_ch_lewisloot0_1,AEC_ENGLISH_OAK_TITLE,AEC_CONTRACT_GLOBAL_LMG_KILLS_DESC,,,,,AEC_UNIT_LMG_KILLS,,,,,,,,,,,,
652,AEC_DAILY,daily_ch_lewisloot2_1,AEC_BOULEVARDIER_TITLE,AEC_DAILY_LMG_HEADSHOTS_DESC,,,,,AEC_UNIT_LMG_HEADSHOT_KILLS,,,,,,,,,,,,
653,AEC_DAILY,daily_ch_lewisloot0_2,AEC_ENGLISH_OAK_TITLE,AEC_LMG_MULTIKILLS_DESC,,,,3,AEC_UNIT_MULTIKILLS,,,,,,,,,,,,
654,AEC_DAILY,daily_ch_lewisloot3_1,AEC_CHATTERBOX_TITLE,AEC_LMG_BIPOD_KILLS_DESC,,,,3,AEC_UNIT_LMG_MOUNTED_KILLS,,,,,,,,,,,,
655,AEC_DAILY,daily_ch_lewisloot1_2,AEC_LANDSHIP_TITLE,AEC_LMG_ADS_DESC,,,,3,AEC_UNIT_LMG_KILLS,,,,,,,,,,,,
656,AEC_DAILY,daily_ch_lewisloot2_2,AEC_BOULEVARDIER_TITLE,AEC_DAILY_LMG_HEADSHOTS_DESC,,,,3,AEC_UNIT_LMG_HEADSHOT_KILLS,,,,,,,,,,,,
657,AEC_DAILY,daily_ch_lewisloot3_2,AEC_CHATTERBOX_TITLE,AEC_DAILY_LMG_KILLS_DESC,,,,,AEC_UNIT_LMG_KILLS,,,,,,,,,,,,
658,AEC_DAILY,daily_ch_lugerloot2_1,AEC_TORCH_TITLE,AEC_DAILY_PISTOL_KILLS_DESC,,,,,AEC_UNIT_PISTOL_KILLS,,,,,,,,,,,,
659,AEC_DAILY,daily_ch_lugerloot3_2,AEC_DER_ADLER_TITLE,AEC_WEEKLY_PISTOL_HEADHOTS_DESC,,,,3,AEC_UNIT_HEADSHOTS,,,,,,,,,,,,
660,AEC_DAILY,daily_ch_lugerloot0_1,AEC_ABWEHR_TITLE,AEC_DAILY_PISTOL_MULTIKILL_DESC,,,,,AEC_UNIT_MULTIKILLS,,,,,,,,,,,,
661,AEC_DAILY,daily_ch_lugerloot1_1,AEC_ADLERTAG_TITLE,AEC_TAC_KNIFE_KILLS_DESC,,,,3,AEC_UNIT_TACKNIFE_KILLS,,,,,,,,,,,,
662,AEC_DAILY,daily_ch_lugerloot2_2,AEC_TORCH_TITLE,AEC_PISTOL_ADS_DESC,,,,3,AEC_UNIT_PISTOL_KILLS,,,,,,,,,,,,
663,AEC_DAILY,daily_ch_lugerloot3_1,AEC_DER_ADLER_TITLE,AEC_WEEKLY_PISTOL_HEADHOTS_DESC,,,,3,AEC_UNIT_HEADSHOTS,,,,,,,,,,,,
664,AEC_DAILY,daily_ch_lugerloot0_2,AEC_ABWEHR_TITLE,AEC_DAILY_PISTOL_KILLS_DESC,,,,3,AEC_UNIT_PISTOL_KILLS,,,,,,,,,,,,
665,AEC_DAILY,daily_ch_lugerloot1_2,AEC_ADLERTAG_TITLE,AEC_TAC_KNIFE_KILLS_DESC,,,,,AEC_UNIT_TACKNIFE_KILLS,,,,,,,,,,,,
666,AEC_DAILY,daily_ch_m1911loot0_1,AEC_JUNO_TITLE,AEC_DAILY_PISTOL_KILLS_DESC,,,,,AEC_UNIT_PISTOL_KILLS,,,,,,,,,,,,
667,AEC_DAILY,daily_ch_m1911loot2_1,AEC_TOTALIZE_TITLE,AEC_WEEKLY_PISTOL_HEADHOTS_DESC,,,,3,AEC_UNIT_HEADSHOTS,,,,,,,,,,,,
668,AEC_DAILY,daily_ch_m1911loot0_2,AEC_JUNO_TITLE,AEC_DAILY_PISTOL_MULTIKILL_DESC,,,,3,AEC_UNIT_MULTIKILLS,,,,,,,,,,,,
669,AEC_DAILY,daily_ch_m1911loot2_2,AEC_TOTALIZE_TITLE,AEC_TAC_KNIFE_KILLS_DESC,,,,,AEC_UNIT_TACKNIFE_KILLS,,,,,,,,,,,,
670,AEC_DAILY,daily_ch_m1911loot1_1,,,,,,,,,,,,,,,,,,,
671,AEC_DAILY,daily_ch_m1911loot1_2,AEC_JUPITER_TITLE,AEC_WEEKLY_PISTOL_HEADHOTS_DESC,,,,,AEC_UNIT_HEADSHOTS,,,,,,,,,,,,
672,AEC_DAILY,daily_ch_m1911loot3_2,,,,,,,,,,,,,,,,,,,
673,AEC_DAILY,daily_ch_m1911loot3_1,,,,,,,,,,,,,,,,,,,
674,AEC_DAILY,daily_ch_m30loot0_1,AEC_TRIPLE_TITLE,AEC_CONTRACT_GLOBAL_SHOTGUN_KILLS_DESC,,,,3,AEC_UNIT_SHOTGUN_KILLS,,,,,,,,,,,,
675,AEC_DAILY,daily_ch_m30loot0_2,AEC_TRIPLE_TITLE,AEC_SHOTGUN_HEADSHOTS_DESC,,,,3,AEC_UNIT_HEADSHOTS,,,,,,,,,,,,
676,AEC_DAILY,daily_ch_m30loot1_1,AEC_VALKYRIE_TITLE,AEC_WEEKLY_DISRUPTOR_DESC,,,,3,AEC_UNIT_SHOTGUN_MULTIKILLS,,,,,,,,,,,,
677,AEC_DAILY,daily_ch_m30loot1_2,AEC_VALKYRIE_TITLE,AEC_SHOTGUN_FIRESHELL_DESC,,,,,AEC_UNIT_DRAGON_FIRE_KILLS,,,,,,,,,,,,
678,AEC_DAILY,daily_ch_m30loot2_1,AEC_EINFALL_TITLE,AEC_SHOTGUN_HIPFIRE_DESC,,,,,AEC_UNIT_HIPFIRE_KILLS,,,,,,,,,,,,
679,AEC_DAILY,daily_ch_m30loot3_2,AEC_DOOR_KICKER_TITLE,AEC_SHOTGUN_HEADSHOTS_DESC,,,,,AEC_UNIT_HEADSHOTS,,,,,,,,,,,,
680,AEC_DAILY,daily_ch_m30loot3_1,AEC_DOOR_KICKER_TITLE,AEC_CONTRACT_GLOBAL_SHOTGUN_KILLS_DESC,,,,3,AEC_UNIT_SHOTGUN_KILLS,,,,,,,,,,,,
681,AEC_DAILY,daily_ch_m30loot2_2,AEC_EINFALL_TITLE,AEC_SHOTGUN_FIRESHELL_DESC,,,,3,AEC_UNIT_DRAGON_FIRE_KILLS,,,,,,,,,,,,
682,AEC_DAILY,daily_ch_thompsonloot3_1,AEC_WAYFINDER_TITLE,AEC_CONTRACT_GLOBAL_SMG_KILLS_DESC,,,,3,AEC_UNIT_SMG_KILLS,,,,,,,,,,,,
683,AEC_DAILY,daily_ch_thompsonloot2_1,AEC_HANDLER_TITLE,AEC_HEADSHOTS_SMG_DESC,,,,,AEC_UNIT_HEADSHOTS,,,,,,,,,,,,
684,AEC_DAILY,daily_ch_thompsonloot0_2,AEC_BUCKPRIVATE_TITLE,AEC_CONTRACT_SMG_MULTIKILLS_DESC,,,,3,AEC_UNIT_MULTIKILLS,,,,,,,,,,,,
685,AEC_DAILY,daily_ch_thompsonloot2_2,AEC_HANDLER_TITLE,AEC_WEEKLY_HANDLER_DESC,,,,3,AEC_UNIT_SILENCED_KILLS,,,,,,,,,,,,
686,AEC_DAILY,daily_ch_thompsonloot3_2,AEC_WAYFINDER_TITLE,AEC_SMG_HIPFIRE_DESC,,,,,AEC_UNIT_HIPFIRE_KILLS,,,,,,,,,,,,
687,AEC_DAILY,daily_ch_thompsonloot0_1,AEC_BUCKPRIVATE_TITLE,AEC_DAILY_SMG_KILLS_DESC,,,,,AEC_UNIT_SMG_KILLS,,,,,,,,,,,,
688,AEC_DAILY,daily_ch_thompsonloot1_2,AEC_WILCO_TITLE,AEC_WEEKLY_HANDLER_DESC,,,,,AEC_UNIT_SILENCED_KILLS,,,,,,,,,,,,
689,AEC_DAILY,daily_ch_winchesterloot3_1,AEC_TRENCHRUNNER_TITLE,AEC_DAILY_SHOTGUN_KILLS_DESC,,,,,AEC_UNIT_SHOTGUN_KILLS,,,,,,,,,,,,
690,AEC_DAILY,daily_ch_winchesterloot0_1,AEC_CATCHPOLE_TITLE,AEC_SHOTGUN_HEADSHOTS_DESC,,,,,AEC_UNIT_HEADSHOTS,,,,,,,,,,,,
691,AEC_DAILY,daily_ch_winchesterloot1_2,AEC_BATTLEAXE_TITLE,AEC_WEEKLY_DISRUPTOR_DESC,,,,3,AEC_UNIT_SHOTGUN_MULTIKILLS,,,,,,,,,,,,
692,AEC_DAILY,daily_ch_winchesterloot0_2,AEC_CATCHPOLE_TITLE,AEC_SHOTGUN_FIRESHELL_DESC,,,,,AEC_UNIT_DRAGON_FIRE_KILLS,,,,,,,,,,,,
693,AEC_DAILY,daily_ch_winchesterloot1_1,AEC_BATTLEAXE_TITLE,AEC_SHOTGUN_ADS_DESC,,,,,AEC_UNIT_ADS_KILLS,,,,,,,,,,,,
694,AEC_DAILY,daily_ch_winchesterloot3_2,AEC_TRENCHRUNNER_TITLE,AEC_CONTRACT_GLOBAL_SHOTGUN_KILLS_DESC,,,,3,AEC_UNIT_SHOTGUN_KILLS,,,,,,,,,,,,
695,AEC_DAILY,daily_ch_winchesterloot2_1,AEC_DISRUPTOR_TITLE,AEC_WEEKLY_DISRUPTOR_DESC,,,,3,AEC_UNIT_SHOTGUN_MULTIKILLS,,,,,,,,,,,,
702,AEC_CONTRACT,contract_ch_twitch_6_winter_bribe,AEC_CONTRACT_WINTER_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,30,AEC_UNIT_MATCHES_COMPLETED,3600,0x500008E,,AEC_WINTER_BRIBE_REWARD,winter_bribe,,0x800133,,,,,
703,AEC_CONTRACT,contract_ch_twitch_6_resist_bribe,AEC_CONTRACT_CH_RESISTANCE_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,30,AEC_UNIT_MATCHES_COMPLETED,3600,0x500008F,,AEC_RESISTANCE_BRIBE_REWARD,resistance_bribe,0x800133,0x800134,,,contract_chain_twitch6_2,,
704,AEC_CONTRACT,contract_ch_twitch_6_epic_sd,AEC_CONTRACT_EPIC_DROP,AEC_SPECIAL_WEAPON_DESC,,,,30,AEC_UNIT_MATCHES_COMPLETED,3600,0x5000090,,AEC_EPIC_BRIBE_REWARD,epic_bribe,0x800134,0x800135,,,contract_chain_twitch6_3,,
705,AEC_CONTRACT,contract_ch_twitch_6_heroic_uniform,AEC_CONTRACT_TWITCH_4_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,30,AEC_UNIT_MATCHES_COMPLETED,3600,0x5000091,,AEC_CONTRACT_TWITCH_4_REWARD,heroic_bribe,0x800135,0x800136,,,contract_chain_twitch6_4,,
706,AEC_CONTRACT,contract_ch_twitch_6_charm,AEC_CONTRACT_TWITCH_6_CHARM_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,30,AEC_UNIT_MATCHES_COMPLETED,3600,0x5000092,,AEC_WEAPON_CHARM_BRIBE_REWARD,weapon_bribe,0x800136,,,,contract_chain_twitch6_5,,
707,AEC_DAILY,daily_ch_kills_zom,AEC_DAILY_KILLS_ZOM_TITLE,AEC_DAILY_KILLS_ZOM_DESC,,,,35,AEC_UNIT_KILLS,,,,,,,,,,,,
708,AEC_DAILY,daily_ch_headshots_zom,AEC_DAILY_HEADSHOTS_ZOM_TITLE,AEC_DAILY_HEADSHOTS_ZOM_DESC,,,,35,AEC_UNIT_HEADSHOTS,,,,,,,,,,,,
709,AEC_DAILY,daily_ch_multikills_zom,AEC_DAILY_MULTIKILLS_ZOM_TITLE,AEC_DAILY_MULTIKILLS_ZOM_DESC,,,,10,AEC_UNIT_MULTIKILLS,,,,,,,,,,,,
710,AEC_DAILY,daily_ch_fire_zom,AEC_DAILY_FIRE_ZOM_TITLE,AEC_DAILY_FIRE_ZOM_DESC,,,,20,AEC_UNIT_FIRE_KILLS,,,,,,,,,,,,
711,AEC_DAILY,daily_ch_kills_horde,AEC_DAILY_KILLS_HORDE_TITLE,AEC_DAILY_KILLS_HORDE_DESC,,,,50,AEC_UNIT_ZOMBIE_KILLS,,,,,,,,,,,,
712,AEC_DAILY,daily_ch_fire_horde,AEC_DAILY_FIRE_HORDE_TITLE,AEC_DAILY_FIRE_HORDE_DESC,,,,35,AEC_UNIT_FIRE_KILLS,,,,,,,,,,,,
713,AEC_DAILY,daily_ch_cap_horde,AEC_DAILY_CAP_HORDE_TITLE,AEC_DAILY_CAP_HORDE_DESC,,,,1,,,,,,,,,,,,,
714,AEC_DAILY,daily_ch_cap_relic,AEC_DAILY_CAP_RELIC_TITLE,AEC_DAILY_CAP_RELIC_DESC,,,,1,,,,,,,,,,,,,
715,AEC_DAILY,daily_ch_kills_relic,AEC_DAILY_KILLS_RELIC_TITLE,AEC_DAILY_KILLS_RELIC_DESC,,,,5,AEC_UNIT_KILLS,,,,,,,,,,,,
716,AEC_DAILY,daily_ch_skulduggery,AEC_DAILY_SKULDUGGERY_TITLE,AEC_DAILY_SKULDUGGERY_DESC,,,,1,,,,,,,,,,,,,
717,AEC_DAILY,daily_ch_infect_survivors,AEC_DAILY_INFECT_SURVIVORS_TITLE,AEC_DAILY_INFECT_SURVIVORS_DESC,,,,10,AEC_UNIT_SURVIVORS_INFECTED,,,,,,,,,,,,
718,AEC_DAILY,daily_ch_survivor_multikills,AEC_DAILY_SURVIVOR_MULTIKILLS_TITLE,AEC_DAILY_SURVIVOR_MULTIKILLS_DESC,,,,15,AEC_UNIT_MULTIKILLS,,,,,,,,,,,,
719,AEC_DAILY,daily_ch_cap_infected,AEC_DAILY_CAP_INFECTED_TITLE,AEC_DAILY_CAP_INFECTED_DESC,,,,5,AEC_UNIT_PACKAGES_CAPTURED,,,,,,,,,,,,
720,AEC_WEEKLY,weekly_ch_wins_zom,AEC_WEEKLY_WINS_ZOM_TITLE,AEC_WEEKLY_WINS_ZOM_DESC,,,,50,AEC_UNIT_WINS,,,,,,,,,,,,
721,AEC_WEEKLY,weekly_ch_wins_relic,AEC_WEEKLY_WINS_RELIC_TITLE,AEC_WEEKLY_WINS_RELIC_DESC,,,,50,AEC_UNIT_WINS,,,,,,,,,,,,
722,AEC_WEEKLY,weekly_ch_wins_infected,AEC_WEEKLY_WINS_INFECTED_TITLE,AEC_WEEKLY_WINS_INFECTED_DESC,,,,50,AEC_UNIT_WINS,,,,,,,,,,,,
723,AEC_WEEKLY,weekly_ch_wins_horde,AEC_WEEKLY_WINS_HORDE_TITLE,AEC_WEEKLY_WINS_HORDE_DESC,,,,50,AEC_UNIT_WINS,,,,,,,,,,,,
724,AEC_CONTRACT,contract_65_kills_hc,AEC_CONTRACT_HARCORE_KILLS_TITLE,AEC_CONTRACT_HARCORE_KILLS_DESC,,,,65,AEC_UNIT_KILLS,4200,0x5000093,,,,,,,,,,
725,AEC_SPECIAL,special_ch_weapon_bribe_mtx5,AEC_HEROIC_WEAPON_BRIBE_ORDER_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
726,AEC_DAILY,daily_ch_rifle_bribe,AEC_SPECIAL_RIFLE_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
727,AEC_SPECIAL,special_ch_undead_bribe,AEC_SPECIAL_UNDEAD_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
728,AEC_DAILY,daily_ch_smg_bribe,AEC_SPECIAL_SMG_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
729,AEC_SPECIAL,special_ch_undead_5bribes,AEC_SPECIAL_UNDEAD_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,150,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_UNDEAD_5BRIBES_REWARD,zombie_siege_bribe,,,,,,,
730,AEC_DAILY,daily_ch_infantry_bribe,AEC_SPECIAL_INFANTRY_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
731,AEC_DAILY,daily_ch_sniper_bribe,AEC_SPECIAL_SNIPER_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
732,AEC_SPECIAL,special_ch_undead_5bribes_2,AEC_SPECIAL_UNDEAD_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,150,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_UNDEAD_5BRIBES_REWARD,zombie_siege_bribe,,,,,,,
733,AEC_SPECIAL,special_ch_airborne_bribe,AEC_SPECIAL_AIRBORNE_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
742,AEC_SPECIAL,special_ch_epic_uniform_bribe,AEC_SPECIAL_EPIC_UNIFORM_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
743,AEC_SPECIAL,special_ch_2x_heroic_weapon_bribe,AEC_SPECIAL_HEROIC_WEAPON_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,100,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_REWARD_2X_HEROIC_WEAPON_BRIBE,heroic_bribe,,,,,,,
744,AEC_SPECIAL,special_ch_heroic_uniform_bribe,AEC_SPECIAL_HEROIC_UNIFORM_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,40,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
745,AEC_SPECIAL,special_ch_2x_epic_weapon_bribe,AEC_SPECIAL_EPIC_WEAPON_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,85,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_2X_EPIC_WEAPON_BRIBE_REWARD,epic_bribe,,,,,,,
746,AEC_CONTRACT,contract_ch_claymore,AEC_CONTRACT_CLAYMORE_TITLE,AEC_WEEKLY_MELEE_KILLS_DESC,,,,25,AEC_UNIT_MELEE_KILLS,2700,0x5000094,,,,,,,,,,
747,AEC_CONTRACT,contract_ch_lever_action,AEC_CONTRACT_LEVER_ACTION_TITLE,AEC_DAILY_SNIPER_HEADSHOTS_DESC,,,,10,AEC_UNIT_HEADSHOTS,1800,0x5000095,,,,,,,,,,
748,AEC_CONTRACT,contract_ch_fire_axe,AEC_CONTRACT_FIRE_AXE_TITLE,AEC_WEEKLY_MELEE_KILLS_DESC,,,,15,AEC_UNIT_MELEE_KILLS,1800,0x5000096,,,,,,,,,,
749,AEC_CONTRACT,contract_ch_m1919,AEC_CONTRACT_M1919_TITLE,AEC_DAILY_LMG_HEADSHOTS_DESC,,,,10,AEC_UNIT_LMG_HEADSHOT_KILLS,4800,0x5000097,,,,,,,,,,
750,AEC_CONTRACT,contract_ch_nambu,AEC_CONTRACT_NAMBU_TITLE,AEC_WEEKLY_HIPFIRE_DESC,,,,30,AEC_UNIT_HIPFIRE_KILLS,3600,0x5000098,,,,,,,,,,
751,AEC_CONTRACT,contract_ch_blunderbuss,AEC_CONTRACT_BLUNDERBUSS_TITLE,AEC_SHOTGUN_FIRESHELL_DESC,,,,20,AEC_UNIT_DRAGON_FIRE_KILLS,2100,0x5000099,,,,,,,,,,
